0	15	7	#tuple (id, pos_x, pos_y) -> convention: use only increasing ids
1	15.5	7
2	16	7
3	16.5	7
4	17	7
5	17.5	7	
6	18	7
7	18.5	7
8	19	7
9	19.5	7   
10	20	7
11	20.5	7
12	21	7  
13	21.5	7
14	22	7
15	22.5	7
16	23	7
17	23.5	7
18	24	7
19	24.5	7
20	25	7
21	25.5	7
22	26	7
23	26.5	7
24	27	7
25	27.5	7
26	28	7
27	28.5	7
28	29	7
29	29.5	7
30	30	7
31	30.5	7
32	31	7
33	31.5	7
34	32	7
35	32.5	7
36	33	7





