7.45	13.67	14.56	13.67	0	        #line AB
14.56	13.67	14.56	14.38	1.570796	#line BC
6.75	12.55	14.56	12.55	0	        #line DE
14.56	6.43	14.56	12.55	1.570796	#line FE
15.68	7.54	15.68	13.84	1.570796	#line HG
14.56	6.43	33.26	6.43	0  	        #line FM
15.68	7.54	25.5	7.54	0 	        #line HI
26.5	7.54	32.16	7.54	0 	        #line JK
32.16	7.54	32.16	17.24	1.570796 	#line KL
33.26	6.43	33.26	18.04	1.570796 	#line MN



